GFOSS_contig_ID	C-1	C-2	C-3	C-4	C-5	C-Ac-1	C-Ac-2	C-Ac-3	C-Ac-4	C-Ac-5	Cd-C1-1	Cd-C1-2	Cd-C1-3	Cd-C1-4	Cd-C1-5	Cd-C3-1	Cd-C3-2	Cd-C3-3	Cd-C3-4	Cd-C3-5	MET-C1-1	MET-C1-2	MET-C1-3	MET-C1-4	MET-C1-5	MET-C2-1	MET-C2-2	MET-C2-3	MET-C2-4	MET-C2-5	PYR-C1-1	PYR-C1-2	PYR-C1-3	PYR-C1-4	PYR-C1-5	PYR-C3-1	PYR-C3-2	PYR-C3-3	PYR-C3-4	PYR-C3-5
8_fr4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14_fr3	26	35	18	26	5	23	30	16	21	9	38	59	48	34	39	47	61	31	51	10	40	6	10	53	40	6	17	30	7	42	30	11	9	29	39	13	13	34	14	1
64_fr6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
108_fr5	2	0	7	0	2	0	0	0	5	6	0	2	0	5	3	0	0	9	0	0	0	0	0	0	0	10	0	1	2	6	0	0	0	0	5	2	0	0	0	2
124_fr5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	3	1	0	0	1	0	0	0	0	0	0	2
143_fr6	0	3	0	0	0	0	0	1	1	0	0	1	0	0	1	2	0	2	0	0	2	2	2	0	0	2	0	0	1	0	1	2	0	0	1	0	0	0	0	2
155_fr4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0
156_fr4	4	5	0	0	1	0	0	0	0	14	7	2	5	0	0	0	3	10	0	0	0	0	0	0	0	0	1	0	1	0	0	2	8	0	3	0	1	0	0	0
202_fr5	4	0	0	1	6	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	2	0	2	0	0	0
343_fr5	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
345_fr2	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
422_fr4	7	10	8	7	5	7	6	9	4	0	9	14	9	9	9	10	12	10	10	2	8	4	4	10	8	7	10	7	2	8	5	6	6	7	8	6	8	8	8	0
439_fr3	0	9	0	0	0	0	0	0	6	7	0	6	0	3	0	4	0	4	0	0	2	4	10	0	10	12	0	8	11	4	0	11	0	10	0	0	0	0	0	12
441_fr2	2	0	0	1	0	0	0	0	5	1	0	0	0	1	0	0	0	0	2	0	0	1	0	0	4	3	0	0	1	2	0	0	3	0	3	1	0	2	0	4
461_fr1	4	10	4	2	5	4	0	4	4	10	0	11	0	7	3	5	0	9	3	0	6	7	17	5	8	6	5	9	6	9	7	11	0	17	6	0	9	0	0	8
470_fr4	10	8	4	1	19	1	0	2	3	25	19	8	11	2	11	5	5	19	3	0	3	4	0	1	2	1	5	6	3	3	3	3	9	5	5	3	4	1	0	1
521_fr6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
525_fr3	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
608_fr6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
626_fr4	7	3	0	19	2	16	15	7	26	10	12	2	0	2	8	8	5	0	10	24	18	6	14	9	7	2	2	15	7	8	22	8	0	12	2	11	6	2	8	2
657_fr4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	2	5	1	0	0	0	0	0	0	0	1	0	0	0
679_fr1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	2	2	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
697_fr6	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
737_fr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
813_fr4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
823_fr5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1019_fr4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0
1038_fr1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1065_fr4	4	4	5	5	4	5	0	4	0	6	3	3	0	3	5	2	0	3	3	9	3	5	2	0	6	0	6	4	4	1	0	3	5	7	4	6	4	0	1	0
1094_fr3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	12	0	0	0	0	1	0	0	2	3	0	3	0	0	4	1	0	2
1134_fr1	0	0	1	0	0	0	0	0	0	9	2	2	2	0	1	0	2	2	3	0	0	4	2	3	2	0	0	0	1	10	4	7	0	1	9	2	0	3	2	9
1139_fr2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2
1148_fr3	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0
1162_fr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1256_fr1	0	0	0	1	0	0	0	0	4	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	1	0
1277_fr6	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0
1282_fr3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
1295_fr5	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1344_fr4	0	0	5	0	0	0	0	0	0	7	0	5	4	0	2	0	0	2	0	0	0	3	0	0	1	1	2	1	7	4	0	3	4	0	4	5	5	2	0	5
1366_fr1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1574_fr5	0	2	2	0	2	1	0	0	10	0	18	1	0	6	0	4	0	0	8	0	6	8	7	2	9	4	0	13	0	10	8	7	0	2	3	1	11	1	0	0
1601_fr2	0	0	5	0	2	0	0	1	3	4	1	0	1	0	0	0	0	0	0	0	0	1	0	0	2	1	1	2	2	0	1	4	0	0	0	4	0	4	4	0
1628_fr1	0	0	1	1	6	1	1	2	2	2	0	0	1	1	0	0	0	2	0	0	0	2	1	1	0	3	2	0	3	2	2	1	3	0	4	1	2	1	0	4
1683_fr4	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	7
1719_fr3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
1737_fr2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0
1784_fr6	0	1	1	5	0	0	0	1	0	0	0	0	0	0	1	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	7	0	0	0	0	0
1803_fr2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1811_fr1	0	0	0	0	0	0	0	0	0	6	0	3	1	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	6	0	5	0	0	0	0	0
1836_fr6	0	0	0	0	0	0	0	0	0	0	1	4	2	0	0	0	4	0	1	0	0	0	0	4	5	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0
1917_fr2	0	0	0	0	1	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4	4	0	0
1966_fr3	0	3	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	3	5	0	2	5	5	1	2	5	0	0	1	0	2	0	0	3
1975_fr6	0	0	0	0	4	3	0	1	0	1	0	0	0	0	2	0	0	0	0	0	5	1	3	7	2	2	4	0	3	0	5	4	0	0	3	0	2	0	1	3
2029_fr2	3	17	1	1	0	1	0	0	0	0	18	33	17	7	1	3	13	0	0	0	0	0	0	13	4	0	0	1	0	3	2	1	0	0	3	0	1	1	3	0
2101_fr3	0	0	0	1	0	0	0	0	3	3	3	5	4	5	4	5	3	5	3	5	5	4	3	6	5	5	3	0	6	5	3	4	3	5	6	5	5	6	1	6
2151_fr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	1	0	0	0	0	0	1	0	0	0
2235_fr4	0	0	0	0	0	0	0	2	0	0	2	3	3	2	0	0	0	4	1	0	2	2	0	2	2	2	2	2	0	2	0	3	6	1	2	2	0	0	0	2
2278_fr6	1	8	6	11	4	7	2	6	23	2	6	6	7	13	8	8	8	11	12	6	10	9	8	11	9	8	11	14	10	8	8	11	7	9	9	12	12	10	9	7
2292_fr2	0	0	0	3	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	7	0	1	0	0	0	3	0	0	3	0	0	0	0	0	0	2	1	4	0	2
2308_fr6	0	0	3	2	2	0	0	2	2	0	1	2	0	1	4	0	0	2	1	6	1	2	1	2	2	1	1	1	2	9	0	2	1	2	0	0	2	2	2	2
2365_fr2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2450_fr1	0	0	0	0	0	0	0	3	0	4	0	3	0	2	0	0	0	0	2	8	0	0	0	0	7	4	5	4	13	0	0	0	0	0	0	0	0	1	0	0
2459_fr1	0	0	0	0	3	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
2491_fr4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2493_fr4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	9	0	1	0	1	0	0	0	2
2562_fr2	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0	2	0	0	0	0	0	0	0	0	18
2598_fr4	0	0	0	0	1	0	0	0	0	4	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	2	0	0	2	0	0	2	1	1	2	0	3	0	0	3
2625_fr2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2775_fr2	0	0	2	0	3	0	0	0	2	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	1	2	3	0	0	2
2799_fr2	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	1	1	1	0	4	2	0	0	12	3	3	1	1	4	3	1	1	0	1	4	0	0	3	1	4
2839_fr5	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	4	0	0	0
2853_fr3	0	2	0	16	0	1	9	7	14	5	7	4	7	10	8	7	6	6	8	8	7	2	8	13	8	1	9	10	10	8	16	10	8	11	9	13	19	9	13	9
2906_fr1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0
2916_fr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
2997_fr4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0
3082_fr3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3093_fr3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
3110_fr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3149_fr3	2	2	2	3	3	2	3	5	0	1	0	3	2	3	2	7	4	2	2	4	24	6	6	5	2	2	3	0	1	2	2	4	2	0	2	1	2	3	4	0
3152_fr3	0	3	0	0	0	4	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0
3157_fr1	0	0	0	0	0	1	2	1	0	0	0	5	0	1	1	0	5	0	0	0	0	0	0	10	1	0	0	0	0	1	0	0	0	0	0	0	2	2	1	0
3241_fr5	4	5	4	0	5	0	0	0	0	6	0	0	0	0	6	0	0	7	0	0	0	8	0	0	0	0	0	0	0	0	0	0	5	0	0	8	4	0	0	0
3508_fr6	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3601_fr6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	9
3624_fr5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
3678_fr1	6	7	0	7	0	3	8	2	15	11	0	0	1	0	0	0	0	0	0	0	0	0	2	4	0	0	3	8	0	9	11	6	0	4	0	0	1	12	10	6
3755_fr4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3764_fr3	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	3	0	0	0	1	0	0	0	0	0
3774_fr3	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3833_fr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
3846_fr2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
4020_fr4	2	1	0	1	3	0	0	1	0	4	0	0	0	0	0	1	3	3	3	0	4	0	2	1	3	0	2	1	4	4	2	2	1	2	0	0	0	1	0	1
4071_fr2	1	0	0	0	4	0	0	2	3	7	0	2	3	5	2	4	4	13	3	1	4	5	4	2	3	10	3	1	5	5	3	8	8	8	4	6	2	2	0	5
4123_fr3	0	0	0	2	3	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	3	0	0	2	0	2	7	3	2	0	0	0	0	0	2
4152_fr4	2	0	6	2	4	0	0	3	0	5	0	2	0	4	0	1	0	3	0	0	0	8	6	2	4	8	3	2	9	7	0	7	2	8	5	3	0	4	0	11
4166_fr3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4227_fr2	7	12	12	13	10	8	5	6	6	3	6	14	5	8	7	6	12	6	7	9	7	7	5	13	9	8	9	7	6	8	4	7	15	3	17	8	18	19	16	2
4242_fr1	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4252_fr3	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4287_fr3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4315_fr5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	5
4401_fr4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	7	4	0	8
4456_fr5	9	6	0	0	9	0	0	0	0	19	12	2	10	0	0	0	3	11	0	0	2	0	0	2	5	2	1	2	0	0	0	0	9	4	3	0	5	0	0	2
4565_fr1	6	0	8	10	2	5	5	11	18	3	11	16	9	16	10	9	2	0	15	0	11	9	12	11	4	2	7	13	11	5	9	12	15	10	17	3	4	7	9	6
4631_fr3	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4635_fr5	4	7	8	6	9	4	0	9	8	17	13	10	10	8	6	10	5	10	6	1	8	10	3	8	9	11	13	15	8	5	7	8	16	14	16	2	9	7	2	9
4646_fr4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	6
4647_fr6	0	2	2	1	4	0	0	3	0	4	3	4	5	0	2	0	2	6	2	0	2	2	0	1	2	2	2	2	2	2	1	3	1	0	2	2	5	0	0	0
4696_fr1	2	1	0	0	0	0	0	1	0	8	4	2	1	0	0	1	0	4	0	0	1	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0
4737_fr3	0	0	0	0	0	0	0	0	10	7	0	4	4	5	4	0	3	8	5	0	7	8	5	5	5	6	0	6	10	0	8	8	6	7	8	0	9	8	6	8
4746_fr4	1	0	0	1	0	1	0	0	0	1	2	4	2	2	0	2	4	0	1	0	2	1	2	0	0	0	1	1	2	0	1	0	2	0	1	2	0	0	1	0
4757_fr2	0	0	0	3	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	4	4	0
4872_fr6	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0
4879_fr4	4	3	3	2	4	0	0	2	1	2	0	2	1	0	2	0	0	2	2	2	2	3	0	0	0	1	0	0	1	2	0	0	2	1	0	2	3	3	0	0
4935_fr3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	2	0	0	0	2	0	0	0	0	0	4
5094_fr6	0	0	1	0	0	0	0	1	0	1	0	2	1	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	1	1	0	0	1	0	1	1	0	0	0	0
5269_fr4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5310_fr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	8	0	3	0	4	5	4	0	0	0	0	8
5366_fr5	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5392_fr6	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	1	2	0	0	2	0	2	1	0	0	4	0	0	0	0	1	0	14	2
5407_fr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
5492_fr3	12	3	0	4	3	6	9	15	17	3	10	13	17	8	16	21	28	5	22	2	9	2	19	28	15	3	18	16	16	18	11	11	12	12	10	21	16	9	10	2
5589_fr4	0	9	0	0	0	0	0	1	0	3	0	5	0	0	0	4	0	0	0	0	0	0	5	0	0	3	0	5	0	4	0	6	0	4	0	0	0	0	0	8
5631_fr5	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
5763_fr2	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	3	2	0	0	0	0	1	0	0	0	0	0	0	0
5839_fr3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5884_fr2	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5917_fr5	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	4	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
5991_fr4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6287_fr4	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2	4	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0
6306_fr2	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6350_fr2	0	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6358_fr4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	2
6432_fr4	0	0	0	0	0	5	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6444_fr2	0	0	0	0	0	0	0	0	0	0	5	8	0	2	0	0	6	0	0	0	0	0	0	6	4	0	0	0	1	0	0	0	0	0	2	0	1	0	0	0
6495_fr1	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6538_fr6	4	0	0	0	0	0	0	1	0	2	0	0	0	3	1	4	0	1	0	2	0	0	2	0	2	0	1	1	0	0	1	4	1	1	2	0	0	9	0	0
6689_fr5	0	0	0	0	0	0	0	0	2	3	0	3	0	0	0	0	3	0	2	0	0	3	3	3	0	0	0	3	3	0	3	2	0	0	3	2	2	3	0	7
6766_fr3	0	0	1	0	0	0	0	0	0	0	0	4	3	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6885_fr5	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	6	0	0	0	0	2	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0
6945_fr6	0	0	0	2	0	0	2	1	3	2	3	1	6	4	0	0	0	0	0	2	0	2	1	0	1	3	4	2	2	2	5	0	5	2	2	2	3	2	2	4
7061_fr2	7	6	0	12	0	4	11	8	11	9	6	8	6	7	7	5	6	0	6	6	9	7	8	8	5	7	7	9	8	7	12	10	5	10	4	8	7	8	10	8
7169_fr4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	1	0	0	0	0	10
7367_fr6	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7432_fr3	0	0	0	0	0	0	14	0	0	0	2	0	0	0	7	9	0	0	7	0	0	4	0	0	0	0	0	0	11	0	9	0	0	0	0	10	10	0	3	0
7625_fr2	0	1	0	1	0	0	0	0	2	3	0	1	6	0	3	0	0	0	2	0	0	4	0	0	3	4	2	0	3	0	0	1	3	0	2	2	2	2	2	6
7908_fr4	0	4	0	0	0	1	0	0	3	6	0	5	0	1	0	2	1	1	1	0	3	2	8	3	2	0	1	5	6	7	0	2	0	7	4	0	3	0	0	2
7942_fr6	0	0	0	0	0	0	0	0	2	7	1	4	1	4	0	0	0	3	0	0	4	2	0	4	3	5	2	0	4	5	3	4	2	4	6	1	3	2	0	0
7953_fr6	0	3	7	5	5	0	0	2	3	10	2	0	7	0	2	0	0	5	7	0	0	6	0	0	8	6	4	0	8	5	0	6	10	0	3	5	0	5	0	8
7983_fr6	12	7	0	1	0	0	0	1	0	11	10	0	2	0	0	0	0	18	1	0	0	0	0	0	0	0	2	0	2	0	0	0	11	4	2	0	0	0	0	0
8064_fr3	0	0	0	0	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8112_fr6	3	4	2	0	0	2	0	2	0	3	3	1	2	0	2	2	1	4	1	1	3	0	0	1	2	3	2	2	2	1	2	1	1	2	4	0	1	1	1	0
8132_fr6	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
8186_fr2	0	2	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	7	0	0	2	0	1	1	0	4	1	0	7	0	0	0	0	0	0
8190_fr1	3	10	0	0	0	0	0	8	0	0	11	5	3	4	3	2	5	10	2	8	2	2	2	2	10	2	2	2	2	3	2	2	2	10	3	10	11	3	3	10
8288_fr5	5	5	0	6	0	6	0	5	0	0	0	0	6	6	8	0	0	0	0	0	6	0	0	10	6	5	2	0	0	7	0	5	0	0	0	0	0	6	4	0
8483_fr6	0	0	0	0	0	0	0	0	8	0	0	0	0	2	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	3	3	3	0	1	3	0	2	0	0	2
