GFOSS_contig_ID	C-1	C-2	C-3	C-4	C-5	C-Ac-1	C-Ac-2	C-Ac-3	C-Ac-4	C-Ac-5	Cd-C1-1	Cd-C1-2	Cd-C1-3	Cd-C1-4	Cd-C1-5	Cd-C3-1	Cd-C3-2	Cd-C3-3	Cd-C3-4	Cd-C3-5	MET-C1-1	MET-C1-2	MET-C1-3	MET-C1-4	MET-C1-5	MET-C2-1	MET-C2-2	MET-C2-3	MET-C2-4	MET-C2-5	PYR-C1-1	PYR-C1-2	PYR-C1-3	PYR-C1-4	PYR-C1-5	PYR-C3-1	PYR-C3-2	PYR-C3-3	PYR-C3-4	PYR-C3-5
144441_fr6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
145070_fr4	0	0	0	2	2	2	2	0	2	0	0	1	1	2	2	8	2	2	2	11	2	2	2	2	1	1	2	2	0	2	0	2	1	2	0	2	0	2	2	0
145692_fr6	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	2	2	0	0	3	0	2	2	0	0	0	0	2
147296_fr5	0	2	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
147363_fr5	0	0	0	0	2	4	5	0	2	0	0	4	0	0	5	0	7	2	0	0	0	0	1	0	0	0	2	0	2	2	2	1	2	2	6	4	0	0	2	0
148355_fr4	0	0	0	0	9	0	0	0	0	2	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
150178_fr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
150268_fr2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
150376_fr5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	4	0	0	0	0	0	0	0	0	0	0	0
150378_fr1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
151692_fr5	0	0	0	0	2	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0
151942_fr2	0	4	0	0	0	2	0	2	0	4	0	2	0	7	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	4	0	3	2	0	2	2	0	0
153034_fr3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	1	0	0	1	0	3	0	0	1	0	0	2	0	0	2	3	0	0	0
153121_fr6	0	0	0	5	2	0	0	0	0	5	0	0	7	1	9	0	0	6	0	5	0	4	0	0	8	1	4	0	7	0	0	0	6	0	0	5	0	0	0	9
153193_fr2	8	5	5	2	2	2	0	3	0	3	0	0	0	1	0	0	0	2	1	0	0	7	2	0	6	2	0	6	2	0	2	2	10	0	2	3	5	11	0	1
153198_fr5	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
153235_fr3	0	0	0	0	0	0	0	0	9	2	1	0	0	4	1	0	1	3	2	3	0	2	1	0	0	0	0	7	1	4	5	0	4	0	4	0	4	7	7	0
153496_fr1	0	0	4	0	0	2	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	4	0	0
153630_fr6	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	2	0	0	3	0	0	0	4	0	0	6	5	3	0	0	0	0	3	0	3	0	5
154258_fr2	0	0	0	6	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	7	0	0
155311_fr4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	6	2	0	0	2	0	0	0	0	2	0	10
155620_fr2	5	8	5	5	2	4	4	5	2	8	7	6	5	4	5	4	6	8	0	2	5	4	3	0	2	5	4	6	5	5	3	5	2	4	7	3	5	6	2	0
155642_fr5	5	5	5	2	0	2	2	0	0	0	0	7	9	4	7	4	12	2	9	0	2	4	0	8	3	0	5	5	0	4	0	4	0	0	4	2	6	3	2	0
155689_fr5	3	0	0	3	6	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0
155751_fr6	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
155837_fr3	0	0	0	7	3	0	0	0	1	1	0	2	5	0	2	1	0	1	0	2	1	4	0	0	0	4	1	3	2	1	0	0	6	0	1	4	6	1	1	0
155991_fr2	16	10	15	12	16	0	4	8	5	14	13	1	8	11	13	4	8	2	4	0	11	20	7	2	12	0	12	16	15	6	10	11	14	9	14	5	18	3	10	13
156236_fr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
157736_fr6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
158015_fr5	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
158027_fr2	2	0	2	1	1	2	2	2	0	0	2	4	0	1	0	0	0	2	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	2	0	0	3
158083_fr3	0	0	0	2	0	0	0	0	0	0	0	2	10	0	0	3	0	0	3	0	0	0	0	7	6	0	0	2	0	5	0	0	0	0	3	0	2	2	0	0
158099_fr6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
158265_fr5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
159182_fr2	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0
159387_fr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
160381_fr4	0	2	0	0	0	0	0	3	2	2	0	1	0	6	0	6	0	4	4	0	0	8	0	0	2	2	0	2	2	6	2	0	0	2	4	0	0	0	0	0
160484_fr4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
160555_fr4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4
160605_fr4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
162106_fr1	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	4	0	0	3	4	3	1	0	0	0	0	2	0	1	1	0	3	5	3	6	0	0	0
162578_fr5	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	3	0	0	0	6	2	0	0	0	0	0	0	0	0	0	0
162582_fr2	0	0	0	0	12	0	0	0	7	2	5	5	0	0	0	9	0	0	10	0	2	0	1	1	7	0	1	0	0	12	1	2	0	0	12	0	1	7	0	12
163642_fr3	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	4	2	0	0	0	3	0	0	5	6	0	0	2	0	0	0	0	0	5	0	0	0	0	0
166043_fr4	0	0	0	4	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2
166184_fr3	2	6	0	7	0	6	11	6	0	7	0	2	0	0	0	0	0	3	2	3	2	0	0	0	0	2	0	4	0	0	0	0	2	0	4	0	0	0	0	0
166195_fr2	0	0	0	2	0	0	0	0	4	0	4	1	2	0	1	3	2	0	3	1	0	2	1	4	1	1	2	3	0	2	4	4	1	2	2	3	2	0	1	2
166198_fr4	0	0	0	0	0	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
166287_fr4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
166374_fr5	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	11	1	0	0	0	0	2	0	2	0	2	0	0	1	0	0	1
166399_fr4	0	0	0	0	5	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0
166827_fr1	7	6	3	10	6	8	7	5	12	0	4	0	4	4	6	7	4	5	7	8	6	7	9	8	3	0	6	5	8	9	12	8	0	11	6	11	0	8	9	8
168006_fr3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
168131_fr3	0	0	5	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
168248_fr3	0	0	0	2	0	1	1	0	2	0	0	1	0	2	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	0	2	2	1	0	0	2	2	2	2	0
168270_fr4	0	0	0	0	2	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	8	0	0	0	0	0	0	0	0
169586_fr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
169603_fr2	1	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
169622_fr1	0	0	2	0	0	2	0	0	2	0	2	2	2	2	2	2	2	0	0	0	2	3	2	0	4	2	2	2	0	3	2	2	0	3	2	0	2	0	0	0
169623_fr4	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
169648_fr6	1	0	1	2	1	1	0	3	0	0	0	1	7	2	1	2	2	0	7	0	2	0	0	7	4	2	0	4	0	0	0	2	2	0	0	1	3	3	3	0
169669_fr4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	4	0	0	4	3	0	0	0	2	0	0	0	0	0	0	4	0	0	0
169703_fr3	0	2	0	4	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	7	0
169742_fr1	0	0	0	0	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
169820_fr2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
170702_fr2	5	5	0	5	0	6	2	1	4	1	1	0	1	2	3	0	0	0	1	1	2	10	2	3	3	2	3	3	1	1	5	4	3	2	2	3	5	3	3	2
171058_fr5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0
171207_fr2	0	0	4	6	0	0	0	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0	0	8	5	0	0	0	0	10	0	0	1	0
171315_fr5	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
171530_fr6	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0
172234_fr2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
172695_fr2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
172699_fr5	0	0	0	0	1	0	0	4	1	0	0	0	0	2	0	0	0	0	0	0	0	2	2	1	1	2	0	0	2	2	0	1	1	0	2	0	1	0	3	2
172788_fr6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
172832_fr5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	7	0	0	0	0	0	0	0
174113_fr3	4	2	2	2	0	0	2	0	0	0	2	0	0	0	2	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
174148_fr5	0	1	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	2	0
174259_fr5	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2
174278_fr6	7	6	6	7	8	5	5	2	10	0	5	0	0	0	5	0	0	4	5	3	3	5	2	0	0	3	8	6	0	0	5	0	4	5	7	0	8	6	4	0
174472_fr2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
175002_fr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
175507_fr6	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
175575_fr3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
175700_fr1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	5	0	0	5	0	1	2	0	5	0	0	4	0	1	0	0	0	0	0	0	0	0	7
176301_fr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
176791_fr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	2	0	0	0	3	0	0	0	0
177368_fr1	0	0	0	3	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	2	0	2	2	0	3	2	0
177383_fr6	2	12	1	1	5	1	0	0	2	1	1	0	2	0	4	0	2	3	1	1	3	2	0	0	0	1	2	0	0	0	2	2	2	10	4	1	3	4	0	0
177844_fr6	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
177973_fr2	1	2	2	2	2	1	0	2	2	1	2	2	2	2	2	2	2	2	1	5	2	2	2	2	2	1	2	1	1	2	2	2	2	2	2	2	2	2	1	2
178091_fr2	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0
178103_fr6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5	4	0	2	0	0	0	3	0	0	0	2	0	0	0	0	0	6
178303_fr6	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
179168_fr1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
179252_fr2	0	0	0	0	4	0	0	0	0	2	0	0	0	0	0	1	1	1	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
179301_fr4	0	0	0	6	0	0	0	4	0	0	0	3	0	6	0	0	4	0	0	0	0	0	0	2	6	0	0	0	0	0	0	0	0	0	6	0	0	4	4	0
179570_fr4	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0
179998_fr5	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
180145_fr6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
180211_fr3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	8	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
181254_fr1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
181267_fr5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	1	0	2
181483_fr2	0	2	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	9	0	0	4	0	6	0	0	4	8	4	0	0	0	0	5	0	2	2	2	0
181833_fr2	0	0	0	0	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
182086_fr1	35	36	32	13	8	34	14	31	7	8	37	51	40	39	38	39	28	32	40	25	36	27	27	44	17	16	39	37	14	41	33	35	33	33	38	25	17	35	37	0
182203_fr2	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
182450_fr5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
182640_fr2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
182791_fr2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
182902_fr1	0	0	0	0	0	8	7	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2	0
183076_fr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0
183084_fr4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	4	0	0	0	0	3	6	0	0	0	0	0	5	0	0
183844_fr1	2	1	2	1	2	3	2	2	2	2	3	3	14	0	4	0	1	1	1	1	0	0	1	0	0	0	1	1	1	2	2	2	3	2	1	7	2	2	2	0
183846_fr1	5	4	4	2	2	6	6	6	2	6	2	0	0	4	6	1	0	5	6	2	5	2	5	2	3	2	0	2	0	2	4	2	2	2	4	0	2	6	5	2
183925_fr1	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
184825_fr5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	2	0	0	0
185487_fr3	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0
185498_fr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	1	0	3	0	0	4
185506_fr1	0	0	0	2	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0	2	0	0	3	2	0	0	0	2	0	0	1	2	1	3	0	0	1	0	0
185800_fr3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	5	6	0
186168_fr5	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
186195_fr5	2	4	0	3	3	4	1	2	4	3	3	0	3	0	0	3	2	2	2	4	4	0	2	2	3	2	2	0	2	2	5	0	0	0	0	1	0	0	1	0
186201_fr3	9	8	6	2	9	8	5	7	0	3	2	0	2	17	8	18	6	3	6	4	2	6	22	1	17	16	14	6	0	1	3	3	7	3	2	20	5	2	2	2
186217_fr5	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0
186257_fr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
187499_fr2	0	0	3	3	4	0	0	4	0	5	0	0	0	4	1	0	0	0	0	0	5	6	0	0	0	5	0	0	5	0	0	0	0	0	6	0	5	0	0	0
187564_fr1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	3	1	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0
188118_fr4	0	0	0	0	0	0	0	0	0	1	3	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
188129_fr1	0	0	0	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	3	3	2	0	0	0	0	0	0	0	0	0	0	5	0	2
188130_fr2	0	0	0	4	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0
188208_fr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
188212_fr5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	2	6	0	0	0	0	0	6	6	0	0	0	0	0	0	0	0	0	6
188305_fr3	0	0	0	0	4	0	0	0	5	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	6	0	0	4	0	0	10
188696_fr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
188740_fr6	0	0	0	0	0	0	0	0	0	0	0	0	5	0	3	0	0	5	0	0	0	4	0	0	5	0	0	0	2	0	0	0	3	0	0	4	0	3	0	0
189036_fr5	0	4	5	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
189210_fr4	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0
189277_fr3	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
189299_fr5	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
189441_fr6	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	1	0	0	0	0	0	0	0
189460_fr4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
189695_fr2	0	0	0	2	0	1	2	0	5	5	3	3	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	3	0	2	5	6	1	2	2	4	4	0	0	2
189952_fr5	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
190624_fr5	0	0	15	5	3	0	0	4	5	4	3	0	0	14	0	6	2	0	0	1	6	3	0	10	2	4	0	13	6	7	3	2	12	4	1	16	2	1	6	5
191065_fr3	0	0	0	8	2	0	0	4	6	6	0	0	1	4	0	0	0	2	0	0	6	2	2	6	7	5	2	2	2	6	0	8	6	6	6	0	8	7	0	6
191476_fr2	2	1	2	2	7	0	0	0	6	2	8	8	6	5	3	2	0	2	2	0	2	14	0	2	4	11	3	2	14	4	2	4	4	13	5	4	3	3	0	17
191493_fr6	0	0	0	2	0	0	0	0	2	3	0	0	0	2	0	0	0	3	3	2	2	0	3	1	4	2	0	2	0	2	9	8	2	3	4	2	4	4	2	2
192148_fr6	0	0	0	2	2	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	1	0	2	1	2	1	2	2	0	1	0	1	2	1	2	0
192301_fr5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	4	0	5	0	0	0	0	0
192326_fr6	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	7	0	0	0	0	5	0	0	0	0	0	2	2	0	0	0	2	0	6	0	6	0	0	0
192652_fr5	0	2	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	5	5	0
192695_fr3	2	3	3	15	14	6	7	4	20	10	2	3	3	13	11	7	3	11	2	6	4	9	2	11	4	8	10	12	10	10	14	15	13	14	11	14	14	12	11	13
192741_fr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
192788_fr6	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	4	5	0	1	0	0	0	0	0	0	0	6
193782_fr4	2	0	2	0	0	0	0	0	0	0	4	3	6	0	2	0	2	0	0	0	0	2	0	4	4	3	1	2	2	1	0	1	4	2	2	0	1	0	0	1
193819_fr5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
193864_fr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
